season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2021.0,1254107,Sunrisers Hyderabad v Punjab Kings,SRH v PBKS,"37th Match (N), Indian Premier League at Sharjah, Sep 25 2021",SRH,PBKS,SRH,BOWL FIRST,125,120/7,120,125,PBKS,Punjab Kings won by 5 runs,2021-09-25,2021-09-26,59392,Sharjah Cricket Stadium,Kane Williamson,KL Rahul,Jason Holder,"Punjab Kings 2, Sunrisers Hyderabad 0",False,20.0,120.0,7.0,7.0,20.0,125.0,7.0,10.0,"Shami, Bishnoi specials end Sunrisers' playoff hopes. Punjab Kings defend 125 to keep their hopes of making the top four alive","Jason Holder,Wriddhiman Saha","Jason Holder,Abdul Samad","David Warner (UKN),Wriddhiman Saha (WK),Kane Williamson (UKN),Manish Pandey (UKN),Kedar Jadhav (AR),Abdul Samad (UKN),Jason Holder (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Khaleel Ahmed (BL)","KL Rahul (WK),Mayank Agarwal (UKN),Chris Gayle (AR),Aiden Markram (UKN),Nicholas Pooran (UKN),Deepak Hooda (AR),Harpreet Brar (BL),Nathan Ellis (BL),Mohammed Shami (BL),Ravi Bishnoi (BL),Arshdeep Singh (BL)","Aiden Markram,KL Rahul","Ravi Bishnoi,Mohammed Shami",25 September 2021 - night match (20-over match),Yeshwant Barde,Richard Illingworth,KN Ananthapadmanabhan,Prakash Bhatt,Jayaraman Madanagopal
2021.0,1254097,Delhi Capitals v Rajasthan Royals,DC v RR,"36th Match, Indian Premier League at Abu Dhabi, Sep 25 2021",DC,RR,RR,BOWL FIRST,154,121/6,154,121,DC,Capitals won by 33 runs,2021-09-25,2021-09-26,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rishabh Pant,Sanju Samson,Shreyas Iyer,"Delhi Capitals 2, Rajasthan Royals 0",False,20.0,154.0,6.0,13.0,20.0,121.0,6.0,10.0,Anrich Nortje leads Delhi Capitals' stifling bowling in win over Rajasthan Royals. Iyer hits 43 before Royals collapse around Samson,"Shreyas Iyer,Shimron Hetmyer","Anrich Nortje,Ravichandran Ashwin","Prithvi Shaw (UKN),Shikhar Dhawan (UKN),Shreyas Iyer (UKN),Rishabh Pant (WK),Shimron Hetmyer (UKN),Lalit Yadav (AR),Axar Patel (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Anrich Nortje (BL),Avesh Khan (BL)","Liam Livingstone (AR),Yashasvi Jaiswal (UKN),Sanju Samson (WK),David Miller (UKN),Mahipal Lomror (AR),Riyan Parag (UKN),Rahul Tewatia (AR),Tabraiz Shamsi (BL),Kartik Tyagi (BL),Chetan Sakariya (BL),Mustafizur Rahman (BL)","Sanju Samson,Mahipal Lomror","Mustafizur Rahman,Chetan Sakariya",25 September 2021 (20-over match),Chris Gaffaney,Ulhas Gandhe,Sundaram Ravi,Narayanan Kutty,Tapan Sharma
2021.0,1254113,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"35th Match (N), Indian Premier League at Sharjah, Sep 24 2021",RCB,CSK,CSK,BOWL FIRST,156,157/4,156,157,CSK,Super Kings won by 6 wkts (11b rem),2021-09-24,2021-09-25,59392,Sharjah Cricket Stadium,Virat Kohli,MS Dhoni,Dwayne Bravo,"Chennai Super Kings 2, Royal Challengers Bangalore 0",False,20.0,156.0,6.0,17.0,18.1,157.0,4.0,20.0,"Dwayne Bravo-led attack does the job, Super Kings return to No. 1. From 111 for 0 in 13 overs, Royal Challengers could manage only a below-par 156 for 6","Devdutt Padikkal,Virat Kohli","Harshal Patel,Glenn Maxwell","Virat Kohli (UKN),Devdutt Padikkal (UKN),AB de Villiers (UKN),Glenn Maxwell (AR),Tim David (UKN),Harshal Patel (BL),Wanindu Hasaranga de Silva (AR),Srikar Bharat (WK),Navdeep Saini (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL)","Ruturaj Gaikwad (UKN),Faf du Plessis (UKN),Moeen Ali (AR),Ambati Rayudu (UKN),Suresh Raina (UKN),MS Dhoni (WK),Ravindra Jadeja (AR),Dwayne Bravo (AR),Shardul Thakur (BL),Deepak Chahar (BL),Josh Hazlewood (BL)","Ruturaj Gaikwad,Ambati Rayudu","Dwayne Bravo,Shardul Thakur",24 September 2021 - night match (20-over match),Anil Chaudhary,Nitin Menon,Michael Gough,Javagal Srinath,Navdeep Singh
2021.0,1254096,Mumbai Indians v Kolkata Knight Riders,MI v KKR,"34th Match (N), Indian Premier League at Abu Dhabi, Sep 23 2021",MI,KKR,KKR,BOWL FIRST,155,159/3,155,159,KKR,KKR won by 7 wkts (29b rem),2021-09-23,2021-09-24,59396,"Sheikh Zayed Stadium, Abu Dhabi",Rohit Sharma,Eoin Morgan,Sunil Narine,"Kolkata Knight Riders 2, Mumbai Indians 0",False,20.0,155.0,6.0,17.0,15.1,159.0,3.0,22.0,"Iyer, Tripathi put KKR in top four after bowlers rein Mumbai in. Win with 29 balls to spare puts KKR ahead of Mumbai Indians","Quinton de Kock,Rohit Sharma","Jasprit Bumrah,Rahul Chahar","Rohit Sharma (UKN),Quinton de Kock (WK),Suryakumar Yadav (UKN),Ishan Kishan (UKN),Kieron Pollard (AR),Krunal Pandya (AR),Saurabh Tiwary (UKN),Adam Milne (BL),Rahul Chahar (BL),Jasprit Bumrah (BL),Trent Boult (BL)","Shubman Gill (UKN),Venkatesh Iyer (AR),Rahul Tripathi (UKN),Eoin Morgan (UKN),Nitish Rana (UKN),Andre Russell (AR),Dinesh Karthik (WK),Sunil Narine (AR),Lockie Ferguson (BL),Prasidh Krishna (BL),Varun Chakravarthy (BL)","Rahul Tripathi,Venkatesh Iyer","Lockie Ferguson,Prasidh Krishna",23 September 2021 - night match (20-over match),Sundaram Ravi,Virender Sharma,Chris Gaffaney,Narayanan Kutty,Tapan Sharma
2021.0,1254105,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"33rd Match (N), Indian Premier League at Dubai, Sep 22 2021",DC,SRH,SRH,BAT FIRST,134,139/2,139,134,DC,Capitals won by 8 wkts (13b rem),2021-09-22,2021-09-23,392627,Dubai International Cricket Stadium,Rishabh Pant,Kane Williamson,Anrich Nortje,"Delhi Capitals 2, Sunrisers Hyderabad 0",False,17.5,139.0,2.0,18.0,20.0,134.0,9.0,13.0,Nortje & Co help Delhi Capitals reclaim top spot. Sunrisers Hyderabad on the brink of elimination after losing seven from eight,"Shreyas Iyer,Shikhar Dhawan","Kagiso Rabada,Anrich Nortje","Prithvi Shaw (UKN),Shikhar Dhawan (UKN),Shreyas Iyer (UKN),Rishabh Pant (WK),Marcus Stoinis (AR),Shimron Hetmyer (UKN),Axar Patel (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Anrich Nortje (BL),Avesh Khan (BL)","David Warner (UKN),Wriddhiman Saha (WK),Kane Williamson (UKN),Manish Pandey (UKN),Kedar Jadhav (AR),Abdul Samad (UKN),Jason Holder (AR),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Khaleel Ahmed (BL)","Abdul Samad,Rashid Khan","Rashid Khan,Khaleel Ahmed",22 September 2021 - night match (20-over match),KN Ananthapadmanabhan,Richard Illingworth,Jayaraman Madanagopal,Manu Nayyar,Krishnamachari Srinivasan
2021.0,1254111,Punjab Kings v Rajasthan Royals,PBKS v RR,"32nd Match (N), Indian Premier League at Dubai, Sep 21 2021",PBKS,RR,KXIP,BOWL FIRST,185,183/4,183,185,RR,Royals won by 2 runs,2021-09-21,2021-09-22,392627,Dubai International Cricket Stadium,KL Rahul,Sanju Samson,Kartik Tyagi,"Rajasthan Royals 2, Punjab Kings 0",False,20.0,183.0,4.0,21.0,20.0,185.0,10.0,26.0,"Kartik Tyagi concedes just one run in final over to stun Punjab Kings. Kings needed only four off the final over with eight wickets in hand, but they came up short","Mayank Agarwal,KL Rahul","Arshdeep Singh,Mohammed Shami","KL Rahul (WK),Mayank Agarwal (UKN),Aiden Markram (UKN),Nicholas Pooran (UKN),Deepak Hooda (AR),Fabian Allen (AR),Ishan Porel (BL),Adil Rashid (BL),Harpreet Brar (BL),Arshdeep Singh (BL),Mohammed Shami (BL)","Evin Lewis (UKN),Yashasvi Jaiswal (UKN),Sanju Samson (WK),Liam Livingstone (AR),Mahipal Lomror (AR),Riyan Parag (UKN),Rahul Tewatia (AR),Chris Morris (AR),Chetan Sakariya (BL),Kartik Tyagi (BL),Mustafizur Rahman (BL)","Yashasvi Jaiswal,Mahipal Lomror","Kartik Tyagi,Rahul Tewatia",21 September 2021 - night match (20-over match),Anil Chaudhary,Michael Gough,KN Ananthapadmanabhan,Prakash Bhatt,Yeshwant Barde
2021.0,1254087,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"31st Match (N), Indian Premier League at Abu Dhabi, Sep 20 2021",KKR,RCB,RCB,BAT FIRST,92,94/1,94,92,KKR,KKR won by 9 wkts (60b rem),2021-09-20,2021-09-21,59396,"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Virat Kohli,Varun Chakravarthy,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",False,10.0,94.0,1.0,15.0,19.0,92.0,10.0,8.0,"Varun Chakravarthy, Andre Russell rout Royal Challengers Bangalore for 92 to set up big win. After they shared six wickets between them, KKR's openers hunted down the target with ease","Shubman Gill,Venkatesh Iyer","Andre Russell,Varun Chakravarthy","Shubman Gill (UKN),Venkatesh Iyer (AR),Andre Russell (AR),Nitish Rana (UKN),Rahul Tripathi (UKN),Eoin Morgan (UKN),Dinesh Karthik (WK),Lockie Ferguson (BL),Sunil Narine (AR),Varun Chakravarthy (BL),Prasidh Krishna (BL)","Virat Kohli (UKN),Devdutt Padikkal (UKN),Srikar Bharat (WK),Glenn Maxwell (AR),AB de Villiers (UKN),Sachin Baby (UKN),Wanindu Hasaranga de Silva (AR),Kyle Jamieson (BL),Harshal Patel (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL)","Devdutt Padikkal,Srikar Bharat","Yuzvendra Chahal,Wanindu Hasaranga de Silva",20 September 2021 - night match (20-over match),Chris Gaffaney,Sundaram Ravi,Virender Sharma,Narayanan Kutty,Ulhas Gandhe
2021.0,1254104,Chennai Super Kings v Mumbai Indians,CSK v MI,"30th Match (N), Indian Premier League at Dubai, Sep 19 2021",CSK,MI,CSK,BAT FIRST,156,136/8,156,136,CSK,Super Kings won by 20 runs,2021-09-19,2021-09-20,392627,Dubai International Cricket Stadium,MS Dhoni,Kieron Pollard,Ruturaj Gaikwad,"Chennai Super Kings 2, Mumbai Indians 0",False,20.0,156.0,6.0,18.0,20.0,136.0,8.0,15.0,Chennai Super Kings go from 7 for 3 to victory courtesy Ruturaj Gaikwad. Deepak Chahar hurts Mumbai Indians early in pursuit of 157 to help seal the deal,"Ruturaj Gaikwad,Ravindra Jadeja","Dwayne Bravo,Deepak Chahar","Ruturaj Gaikwad (UKN),Faf du Plessis (UKN),Moeen Ali (AR),Ambati Rayudu (UKN),Suresh Raina (UKN),MS Dhoni (WK),Ravindra Jadeja (AR),Dwayne Bravo (AR),Shardul Thakur (BL),Deepak Chahar (BL),Josh Hazlewood (BL)","Quinton de Kock (WK),Anmolpreet Singh (UKN),Suryakumar Yadav (UKN),Ishan Kishan (UKN),Saurabh Tiwary (UKN),Kieron Pollard (AR),Krunal Pandya (AR),Adam Milne (BL),Rahul Chahar (BL),Jasprit Bumrah (BL),Trent Boult (BL)","Saurabh Tiwary,Quinton de Kock","Adam Milne,Jasprit Bumrah",19 September 2021 - night match (20-over match),Richard Illingworth,Nitin Menon,Anil Chaudhary,Javagal Srinath,Anil Dandekar
2021.0,1254086,Punjab Kings v Delhi Capitals,PBKS v DC,"29th Match (N), Indian Premier League at Ahmedabad, May 2 2021",PBKS,DC,DC,BOWL FIRST,166,167/3,166,167,DC,Capitals won by 7 wkts (14b rem),2021-05-02,2021-05-03,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Mayank Agarwal,Rishabh Pant,Mayank Agarwal,"Delhi Capitals 2, Punjab Kings 0",False,20.0,166.0,6.0,18.0,17.4,167.0,3.0,20.0,"Rabada, Dhawan take Delhi Capitals to the top. Agarwal's 99 on IPL captaincy debut in vain as Kings slump to fifth loss in eight matches","Mayank Agarwal,Dawid Malan","Harpreet Brar,Chris Jordan","Prabhsimran Singh (WK),Mayank Agarwal (UKN),Chris Gayle (AR),Dawid Malan (UKN),Deepak Hooda (AR),M Shahrukh Khan (UKN),Chris Jordan (BL),Harpreet Brar (BL),Riley Meredith (BL),Ravi Bishnoi (BL),Mohammed Shami (BL)","Prithvi Shaw (UKN),Shikhar Dhawan (UKN),Steven Smith (UKN),Rishabh Pant (WK),Shimron Hetmyer (UKN),Marcus Stoinis (AR),Axar Patel (AR),Lalit Yadav (AR),Kagiso Rabada (BL),Ishant Sharma (BL),Avesh Khan (BL)","Shikhar Dhawan,Prithvi Shaw","Kagiso Rabada,Axar Patel",2 May 2021 - night match (20-over match),Anil Chaudhary,Anil Dandekar,Jayaraman Madanagopal,Shakti Singh,Navdeep Singh
2021.0,1254085,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,"28th Match (D/N), Indian Premier League at Delhi, May 2 2021",RR,SRH,SRH,BOWL FIRST,220,165/8,220,165,RR,Royals won by 55 runs,2021-05-02,2021-05-03,58040,"Arun Jaitley Stadium, Delhi",Sanju Samson,Kane Williamson,Jos Buttler,"Rajasthan Royals 2, Sunrisers Hyderabad 0",False,20.0,220.0,3.0,29.0,20.0,165.0,8.0,20.0,Jos Buttler's 64-ball 124 sets up big Rajasthan Royals win. David Warner's absence made no change to Sunrisers' performance on the field as the team remains rooted at the bottom,"Jos Buttler,Sanju Samson","Mustafizur Rahman,Chris Morris","Jos Buttler (UKN),Yashasvi Jaiswal (UKN),Sanju Samson (WK),Riyan Parag (UKN),David Miller (UKN),Anuj Rawat (UKN),Rahul Tewatia (AR),Chris Morris (AR),Kartik Tyagi (BL),Chetan Sakariya (BL),Mustafizur Rahman (BL)","Manish Pandey (UKN),Jonny Bairstow (WK),Kane Williamson (UKN),Vijay Shankar (AR),Kedar Jadhav (AR),Mohammad Nabi (AR),Abdul Samad (UKN),Rashid Khan (BL),Bhuvneshwar Kumar (BL),Sandeep Sharma (BL),Khaleel Ahmed (BL)","Manish Pandey,Jonny Bairstow","Rashid Khan,Vijay Shankar",2 May 2021 - day/night match (20-over match),Chris Gaffaney,Chettithody Shamshuddin,Ulhas Gandhe,Sunil Chaturvedi,Saiyed Khalid
2021.0,1254084,Mumbai Indians v Chennai Super Kings,MI v CSK,"27th Match (N), Indian Premier League at Delhi, May 1 2021",MI,CSK,MI,BOWL FIRST,218,219/6,219,218,MI,Mumbai won by 4 wkts (0b rem),2021-05-01,2021-05-02,58040,"Arun Jaitley Stadium, Delhi",Rohit Sharma,MS Dhoni,Kieron Pollard,"Mumbai Indians 2, Chennai Super Kings 0",False,20.0,219.0,6.0,30.0,20.0,218.0,4.0,30.0,Kieron Pollard's sensational takedown stuns Chennai Super Kings. His stunning 34-ball 87 not out ends Chennai Super Kings' five-match winning streak,"Kieron Pollard,Quinton de Kock","Kieron Pollard,Trent Boult","Quinton de Kock (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Krunal Pandya (AR),Kieron Pollard (AR),Hardik Pandya (AR),James Neesham (AR),Dhawal Kulkarni (BL),Rahul Chahar (BL),Jasprit Bumrah (BL),Trent Boult (BL)","Ruturaj Gaikwad (UKN),Faf du Plessis (UKN),Moeen Ali (AR),Suresh Raina (UKN),Ambati Rayudu (UKN),Ravindra Jadeja (AR),MS Dhoni (WK),Sam Curran (AR),Shardul Thakur (BL),Deepak Chahar (BL),Lungi Ngidi (BL)","Ambati Rayudu,Moeen Ali","Sam Curran,Moeen Ali",1 May 2021 - night match (20-over match),KN Ananthapadmanabhan,Nandan,Chris Gaffaney,Javagal Srinath,Krishnamachari Srinivasan
2021.0,1254083,Punjab Kings v Royal Challengers Bangalore,PBKS v RCB,"26th Match (N), Indian Premier League at Ahmedabad, Apr 30 2021",PBKS,RCB,RCB,BOWL FIRST,179,145/8,179,145,PBKS,Punjab Kings won by 34 runs,2021-04-30,2021-05-01,57851,"Narendra Modi Stadium, Motera, Ahmedabad",KL Rahul,Virat Kohli,Harpreet Brar,"Punjab Kings 2, Royal Challengers Bangalore 0",False,20.0,179.0,5.0,24.0,20.0,145.0,8.0,16.0,"Harpreet Brar the hero after KL Rahul's 91* as Punjab Kings move up. In the space of seven deliveries, Brar dismissed Kohli, Maxwell and de Villiers without conceding a single run","KL Rahul,Chris Gayle","Harpreet Brar,Ravi Bishnoi","KL Rahul (UKN),Prabhsimran Singh (WK),Chris Gayle (AR),Nicholas Pooran (UKN),Deepak Hooda (AR),M Shahrukh Khan (UKN),Harpreet Brar (BL),Riley Meredith (BL),Ravi Bishnoi (BL),Mohammed Shami (BL),Chris Jordan (BL)","Virat Kohli (UKN),Devdutt Padikkal (UKN),Rajat Patidar (UKN),Glenn Maxwell (AR),AB de Villiers (WK),Shahbaz Ahmed (AR),Daniel Sams (AR),Kyle Jamieson (BL),Harshal Patel (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL)","Virat Kohli,Rajat Patidar","Kyle Jamieson,Shahbaz Ahmed",30 April 2021 - night match (20-over match),Sundaram Ravi,Virender Sharma,Jayaraman Madanagopal,Shakti Singh,Yeshwant Barde
2021.0,1254082,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"25th Match (N), Indian Premier League at Ahmedabad, Apr 29 2021",DC,KKR,DC,BOWL FIRST,154,156/3,156,154,DC,Capitals won by 7 wkts (21b rem),2021-04-29,2021-04-30,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Rishabh Pant,Eoin Morgan,Prithvi Shaw,"Delhi Capitals 2, Kolkata Knight Riders 0",False,16.3,156.0,3.0,23.0,20.0,154.0,6.0,17.0,"Prithvi Shaw carnage leads Delhi Capitals to comprehensive win against Kolkata Knight Riders. Shaw cracked 82 off just 41 balls, and smashed six fours in the opening over of the chase","Prithvi Shaw,Shikhar Dhawan","Lalit Yadav,Axar Patel","Prithvi Shaw (UKN),Shikhar Dhawan (UKN),Rishabh Pant (WK),Marcus Stoinis (AR),Shimron Hetmyer (UKN),Steven Smith (UKN),Lalit Yadav (AR),Axar Patel (AR),Kagiso Rabada (BL),Avesh Khan (BL),Ishant Sharma (BL)","Nitish Rana (UKN),Shubman Gill (UKN),Rahul Tripathi (UKN),Eoin Morgan (UKN),Sunil Narine (AR),Andre Russell (AR),Dinesh Karthik (WK),Pat Cummins (BL),Shivam Mavi (AR),Varun Chakravarthy (BL),Prasidh Krishna (BL)","Andre Russell,Shubman Gill","Pat Cummins,Prasidh Krishna",29 April 2021 - night match (20-over match),Yeshwant Barde,Anil Chaudhary,Anil Dandekar,Prakash Bhatt,Navdeep Singh
2021.0,1254081,Mumbai Indians v Rajasthan Royals,MI v RR,"24th Match (D/N), Indian Premier League at Delhi, Apr 29 2021",MI,RR,MI,BOWL FIRST,171,172/3,172,171,MI,Mumbai won by 7 wkts (9b rem),2021-04-29,2021-04-30,58040,"Arun Jaitley Stadium, Delhi",Rohit Sharma,Sanju Samson,Quinton de Kock,"Mumbai Indians 2, Rajasthan Royals 0",False,18.3,172.0,3.0,19.0,20.0,171.0,4.0,21.0,"Chahar, de Kock bring Mumbai back to winning ways. Chasing for the first time this IPL, de Kock's unbeaten 70 took Mumbai home","Quinton de Kock,Krunal Pandya","Rahul Chahar,Jasprit Bumrah","Rohit Sharma (UKN),Quinton de Kock (WK),Suryakumar Yadav (UKN),Krunal Pandya (AR),Kieron Pollard (AR),Hardik Pandya (AR),Nathan Coulter-Nile (AR),Jayant Yadav (BL),Rahul Chahar (BL),Jasprit Bumrah (BL),Trent Boult (BL)","Jos Buttler (UKN),Yashasvi Jaiswal (UKN),Sanju Samson (WK),Shivam Dube (AR),David Miller (UKN),Riyan Parag (UKN),Rahul Tewatia (AR),Chris Morris (AR),Jaydev Unadkat (BL),Chetan Sakariya (BL),Mustafizur Rahman (BL)","Sanju Samson,Jos Buttler","Chris Morris,Mustafizur Rahman",29 April 2021 - day/night match (20-over match),KN Ananthapadmanabhan,Chris Gaffaney,Chettithody Shamshuddin,Narayanan Kutty,Tapan Sharma
2021.0,1254080,Chennai Super Kings v Sunrisers Hyderabad,CSK v SRH,"23rd Match (N), Indian Premier League at Delhi, Apr 28 2021",CSK,SRH,SRH,BAT FIRST,171,173/3,173,171,CSK,Super Kings won by 7 wkts (9b rem),2021-04-28,2021-04-29,58040,"Arun Jaitley Stadium, Delhi",MS Dhoni,David Warner,Ruturaj Gaikwad,"Chennai Super Kings 2, Sunrisers Hyderabad 0",False,18.3,173.0,3.0,26.0,20.0,171.0,3.0,19.0,CSK canter to target of 172 to move to No. 1 on points table. Openers Ruturaj Gaikwad and Faf du Plessis hit rapid half-centuries to set up the victory,"Ruturaj Gaikwad,Faf du Plessis","Lungi Ngidi,Sam Curran","Ruturaj Gaikwad (UKN),Faf du Plessis (UKN),Moeen Ali (AR),Ravindra Jadeja (AR),Suresh Raina (UKN),Ambati Rayudu (UKN),MS Dhoni (WK),Sam Curran (AR),Shardul Thakur (BL),Deepak Chahar (BL),Lungi Ngidi (BL)","David Warner (UKN),Jonny Bairstow (WK),Manish Pandey (UKN),Kane Williamson (UKN),Kedar Jadhav (AR),Rashid Khan (BL),Vijay Shankar (AR),Jagadeesha Suchith (BL),Siddarth Kaul (BL),Khaleel Ahmed (BL),Sandeep Sharma (BL)","Manish Pandey,David Warner","Rashid Khan,Jagadeesha Suchith",28 April 2021 - night match (20-over match),Nandan,Chettithody Shamshuddin,KN Ananthapadmanabhan,Javagal Srinath,Ulhas Gandhe
2021.0,1254079,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,"22nd Match (N), Indian Premier League at Ahmedabad, Apr 27 2021",DC,RCB,DC,BOWL FIRST,171,170/4,170,171,RCB,RCB won by 1 run,2021-04-27,2021-04-28,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Rishabh Pant,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Delhi Capitals 0",False,20.0,170.0,4.0,20.0,20.0,171.0,5.0,18.0,"de Villiers blitz trumps Hetmyer-Pant fightback in one-run win as RCB regain top spot. Siraj defended 13 in the final over, the unbeaten fifties from both Capitals batters in vain","Rishabh Pant,Shimron Hetmyer","Avesh Khan,Ishant Sharma","Prithvi Shaw (UKN),Shikhar Dhawan (UKN),Steven Smith (UKN),Rishabh Pant (WK),Marcus Stoinis (AR),Shimron Hetmyer (UKN),Axar Patel (AR),Kagiso Rabada (BL),Avesh Khan (BL),Amit Mishra (BL),Ishant Sharma (BL)","Virat Kohli (UKN),Devdutt Padikkal (UKN),Rajat Patidar (UKN),Glenn Maxwell (AR),AB de Villiers (WK),Washington Sundar (AR),Daniel Sams (AR),Kyle Jamieson (BL),Harshal Patel (BL),Mohammed Siraj (BL),Yuzvendra Chahal (BL)","AB de Villiers,Rajat Patidar","Harshal Patel,Kyle Jamieson",27 April 2021 - night match (20-over match),Sundaram Ravi,Virender Sharma,Anil Chaudhary,Manu Nayyar,Jayaraman Madanagopal
2021.0,1254078,Punjab Kings v Kolkata Knight Riders,PBKS v KKR,"21st Match (N), Indian Premier League at Ahmedabad, Apr 26 2021",PBKS,KKR,KKR,BOWL FIRST,123,126/5,123,126,KKR,KKR won by 5 wkts (20b rem),2021-04-26,2021-04-27,57851,"Narendra Modi Stadium, Motera, Ahmedabad",KL Rahul,Eoin Morgan,Eoin Morgan,"Kolkata Knight Riders 2, Punjab Kings 0",False,20.0,123.0,9.0,13.0,16.4,126.0,5.0,19.0,"Morgan, bowlers lift Kolkata Knight Riders off bottom of IPL points table. The Punjab Kings innings never really took off after they were asked to bat first in Ahmedabad","Mayank Agarwal,Chris Jordan","Moises Henriques,Deepak Hooda","KL Rahul (WK),Mayank Agarwal (UKN),Chris Gayle (AR),Deepak Hooda (AR),Nicholas Pooran (UKN),Moises Henriques (AR),M Shahrukh Khan (UKN),Chris Jordan (BL),Ravi Bishnoi (BL),Mohammed Shami (BL),Arshdeep Singh (BL)","Shubman Gill (UKN),Nitish Rana (UKN),Rahul Tripathi (UKN),Sunil Narine (AR),Eoin Morgan (UKN),Andre Russell (AR),Dinesh Karthik (WK),Pat Cummins (BL),Shivam Mavi (AR),Varun Chakravarthy (BL),Prasidh Krishna (BL)","Eoin Morgan,Rahul Tripathi","Prasidh Krishna,Sunil Narine",26 April 2021 - night match (20-over match),Yeshwant Barde,Paul Reiffel,Sundaram Ravi,Prakash Bhatt,Anil Dandekar
2021.0,1254077,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"20th Match (N), Indian Premier League at Chennai, Apr 25 2021",SRH,DC,DC,BAT FIRST,159,159/7,159,159,SRH,Match tied (Capitals won the one-over eliminator),2021-04-25,2021-04-26,58008,"MA Chidambaram Stadium, Chepauk, Chennai",David Warner,Rishabh Pant,Prithvi Shaw,"Delhi Capitals 2, Sunrisers Hyderabad 0",True,20.0,159.0,7.0,19.0,20.0,159.0,4.0,20.0,Pant takes Capitals to victory in Super Over after Williamson helps Sunrisers tie the match. Rashid Khan couldn't defend seven in the Super Over,"Kane Williamson,Jonny Bairstow","Siddarth Kaul,Rashid Khan","David Warner (UKN),Jonny Bairstow (WK),Kane Williamson (UKN),Virat Singh (UKN),Kedar Jadhav (AR),Abhishek Sharma (AR),Rashid Khan (BL),Vijay Shankar (AR),Jagadeesha Suchith (BL),Siddarth Kaul (BL),Khaleel Ahmed (BL)","Prithvi Shaw (UKN),Shikhar Dhawan (UKN),Rishabh Pant (WK),Steven Smith (UKN),Shimron Hetmyer (UKN),Marcus Stoinis (AR),Axar Patel (AR),Ravichandran Ashwin (AR),Kagiso Rabada (BL),Avesh Khan (BL),Amit Mishra (BL)","Prithvi Shaw,Rishabh Pant","Avesh Khan,Axar Patel",25 April 2021 - night match (20-over match),KN Ananthapadmanabhan,Chris Gaffaney,Tapan Sharma,Sunil Chaturvedi,Krishnamachari Srinivasan
